"Site","Transect","Site_type","Date","Taxa","Count"
"BUH","4","young_restored",2024-08-13,"polleniidae",0
"BUH","4","young_restored",2024-08-13,"acalyptrate",0
"BUH","5","young_restored",2024-08-13,"apidae",1
"BUH","5","young_restored",2024-08-13,"bombus",0
"BUH","5","young_restored",2024-08-13,"cantharidae",0
"BUH","5","young_restored",2024-08-13,"carabidae",0
"BUH","5","young_restored",2024-08-13,"cecidomyiidae",0
"BUH","5","young_restored",2024-08-13,"coccinellidae",0
"BUH","5","young_restored",2024-08-13,"curculionidae",0
"BUH","5","young_restored",2024-08-13,"dasypoda",0
"BUH","5","young_restored",2024-08-13,"elateridae",0
"BUH","5","young_restored",2024-08-13,"mordellidae",0
"BUH","5","young_restored",2024-08-13,"proctotrupidae",0
"BUH","5","young_restored",2024-08-13,"staphylinidae",0
"BUH","5","young_restored",2024-08-13,"tenthredinidae",0
"BUH","5","young_restored",2024-08-13,"colletidae",0
"BUH","5","young_restored",2024-08-13,"tachinidae",0
"BUH","5","young_restored",2024-08-13,"calliphoridae",0
"BUH","5","young_restored",2024-08-13,"sarcophagidae",0
"BUH","5","young_restored",2024-08-13,"sepsidae",0
"BUH","5","young_restored",2024-08-13,"empididae",0
"BUH","5","young_restored",2024-08-13,"ephydridae",0
"BUH","5","young_restored",2024-08-13,"muscidae",0
"BUH","5","young_restored",2024-08-13,"asilidae",0
"BUH","5","young_restored",2024-08-13,"stratiomyidae",0
"BUH","5","young_restored",2024-08-13,"polleniidae",0
"BUH","5","young_restored",2024-08-13,"acalyptrate",0
"DES","1","reference",2024-07-21,"apidae",0
"DES","1","reference",2024-07-21,"bombus",0
"DES","1","reference",2024-07-21,"cantharidae",0
"DES","1","reference",2024-07-21,"carabidae",0
"DES","1","reference",2024-07-21,"cecidomyiidae",0
"DES","1","reference",2024-07-21,"coccinellidae",0
"DES","1","reference",2024-07-21,"curculionidae",0
"DES","1","reference",2024-07-21,"dasypoda",0
"DES","1","reference",2024-07-21,"elateridae",0
"DES","1","reference",2024-07-21,"mordellidae",0
"DES","1","reference",2024-07-21,"proctotrupidae",0
"DES","1","reference",2024-07-21,"staphylinidae",0
"DES","1","reference",2024-07-21,"tenthredinidae",0
"DES","1","reference",2024-07-21,"colletidae",0
"DES","1","reference",2024-07-21,"tachinidae",0
"DES","1","reference",2024-07-21,"calliphoridae",0
"DES","1","reference",2024-07-21,"sarcophagidae",0
"DES","1","reference",2024-07-21,"sepsidae",0
"DES","1","reference",2024-07-21,"empididae",0
"DES","1","reference",2024-07-21,"ephydridae",0
"DES","1","reference",2024-07-21,"muscidae",0
"DES","1","reference",2024-07-21,"asilidae",0
"DES","1","reference",2024-07-21,"stratiomyidae",0
"DES","1","reference",2024-07-21,"polleniidae",0
"DES","1","reference",2024-07-21,"acalyptrate",0
"DES","2","reference",2024-07-21,"apidae",0
"DES","2","reference",2024-07-21,"bombus",0
"DES","2","reference",2024-07-21,"cantharidae",0
"DES","2","reference",2024-07-21,"carabidae",0
"DES","2","reference",2024-07-21,"cecidomyiidae",0
"DES","2","reference",2024-07-21,"coccinellidae",0
"DES","2","reference",2024-07-21,"curculionidae",0
"DES","2","reference",2024-07-21,"dasypoda",1
"DES","2","reference",2024-07-21,"elateridae",0
"DES","2","reference",2024-07-21,"mordellidae",31
"DES","2","reference",2024-07-21,"proctotrupidae",0
"DES","2","reference",2024-07-21,"staphylinidae",0
"DES","2","reference",2024-07-21,"tenthredinidae",0
"DES","2","reference",2024-07-21,"colletidae",0
"DES","2","reference",2024-07-21,"tachinidae",0
"DES","2","reference",2024-07-21,"calliphoridae",0
"DES","2","reference",2024-07-21,"sarcophagidae",0
"DES","2","reference",2024-07-21,"sepsidae",0
"DES","2","reference",2024-07-21,"empididae",0
"DES","2","reference",2024-07-21,"ephydridae",0
"DES","2","reference",2024-07-21,"muscidae",0
"DES","2","reference",2024-07-21,"asilidae",0
"DES","2","reference",2024-07-21,"stratiomyidae",0
"DES","2","reference",2024-07-21,"polleniidae",0
"DES","2","reference",2024-07-21,"acalyptrate",0
"DES","3","reference",2024-07-21,"apidae",0
"DES","3","reference",2024-07-21,"bombus",0
"DES","3","reference",2024-07-21,"cantharidae",0
"DES","3","reference",2024-07-21,"carabidae",0
"DES","3","reference",2024-07-21,"cecidomyiidae",0
"DES","3","reference",2024-07-21,"coccinellidae",0
"DES","3","reference",2024-07-21,"curculionidae",0
"DES","3","reference",2024-07-21,"dasypoda",0
"DES","3","reference",2024-07-21,"elateridae",0
"DES","3","reference",2024-07-21,"mordellidae",5
"DES","3","reference",2024-07-21,"proctotrupidae",0
"DES","3","reference",2024-07-21,"staphylinidae",0
"DES","3","reference",2024-07-21,"tenthredinidae",0
"DES","3","reference",2024-07-21,"colletidae",0
"DES","3","reference",2024-07-21,"tachinidae",0
"DES","3","reference",2024-07-21,"calliphoridae",0
"DES","3","reference",2024-07-21,"sarcophagidae",0
"DES","3","reference",2024-07-21,"sepsidae",0
"DES","3","reference",2024-07-21,"empididae",0
"DES","3","reference",2024-07-21,"ephydridae",0
"DES","3","reference",2024-07-21,"muscidae",0
"DES","3","reference",2024-07-21,"asilidae",0
"DES","3","reference",2024-07-21,"stratiomyidae",0
"DES","3","reference",2024-07-21,"polleniidae",0
"DES","3","reference",2024-07-21,"acalyptrate",0
"DES","4","reference",2024-07-21,"apidae",0
"DES","4","reference",2024-07-21,"bombus",0
"DES","4","reference",2024-07-21,"cantharidae",0
"DES","4","reference",2024-07-21,"carabidae",0
"DES","4","reference",2024-07-21,"cecidomyiidae",0
"DES","4","reference",2024-07-21,"coccinellidae",0
"DES","4","reference",2024-07-21,"curculionidae",0
"DES","4","reference",2024-07-21,"dasypoda",0
"DES","4","reference",2024-07-21,"elateridae",0
"DES","4","reference",2024-07-21,"mordellidae",1
"DES","4","reference",2024-07-21,"proctotrupidae",0
"DES","4","reference",2024-07-21,"staphylinidae",0
"DES","4","reference",2024-07-21,"tenthredinidae",0
"DES","4","reference",2024-07-21,"colletidae",0
"DES","4","reference",2024-07-21,"tachinidae",0
"DES","4","reference",2024-07-21,"calliphoridae",0
"DES","4","reference",2024-07-21,"sarcophagidae",0
"DES","4","reference",2024-07-21,"sepsidae",0
"DES","4","reference",2024-07-21,"empididae",0
"DES","4","reference",2024-07-21,"ephydridae",1
"DES","4","reference",2024-07-21,"muscidae",0
"DES","4","reference",2024-07-21,"asilidae",0
"DES","4","reference",2024-07-21,"stratiomyidae",0
"DES","4","reference",2024-07-21,"polleniidae",0
"DES","4","reference",2024-07-21,"acalyptrate",0
"DES","5","reference",2024-07-21,"apidae",0
"DES","5","reference",2024-07-21,"bombus",0
"DES","5","reference",2024-07-21,"cantharidae",0
"DES","5","reference",2024-07-21,"carabidae",0
"DES","5","reference",2024-07-21,"cecidomyiidae",0
"DES","5","reference",2024-07-21,"coccinellidae",0
"DES","5","reference",2024-07-21,"curculionidae",0
"DES","5","reference",2024-07-21,"dasypoda",0
"DES","5","reference",2024-07-21,"elateridae",0
"DES","5","reference",2024-07-21,"mordellidae",0
"DES","5","reference",2024-07-21,"proctotrupidae",0
"DES","5","reference",2024-07-21,"staphylinidae",0
"DES","5","reference",2024-07-21,"tenthredinidae",0
"DES","5","reference",2024-07-21,"colletidae",1
"DES","5","reference",2024-07-21,"tachinidae",0
"DES","5","reference",2024-07-21,"calliphoridae",0
"DES","5","reference",2024-07-21,"sarcophagidae",0
"DES","5","reference",2024-07-21,"sepsidae",0
"DES","5","reference",2024-07-21,"empididae",0
"DES","5","reference",2024-07-21,"ephydridae",0
"DES","5","reference",2024-07-21,"muscidae",0
"DES","5","reference",2024-07-21,"asilidae",0
"DES","5","reference",2024-07-21,"stratiomyidae",0
"DES","5","reference",2024-07-21,"polleniidae",0
"DES","5","reference",2024-07-21,"acalyptrate",0
"HLI","1","reference",2024-07-24,"apidae",0
"HLI","1","reference",2024-07-24,"bombus",0
"HLI","1","reference",2024-07-24,"cantharidae",0
"HLI","1","reference",2024-07-24,"carabidae",0
"HLI","1","reference",2024-07-24,"cecidomyiidae",0
"HLI","1","reference",2024-07-24,"coccinellidae",0
"HLI","1","reference",2024-07-24,"curculionidae",0
"HLI","1","reference",2024-07-24,"dasypoda",0
"HLI","1","reference",2024-07-24,"elateridae",0
"HLI","1","reference",2024-07-24,"mordellidae",0
"HLI","1","reference",2024-07-24,"proctotrupidae",0
"HLI","1","reference",2024-07-24,"staphylinidae",0
"HLI","1","reference",2024-07-24,"tenthredinidae",0
"HLI","1","reference",2024-07-24,"colletidae",0
"HLI","1","reference",2024-07-24,"tachinidae",0
"HLI","1","reference",2024-07-24,"calliphoridae",0
"HLI","1","reference",2024-07-24,"sarcophagidae",0
"HLI","1","reference",2024-07-24,"sepsidae",0
"HLI","1","reference",2024-07-24,"empididae",0
"HLI","1","reference",2024-07-24,"ephydridae",0
"HLI","1","reference",2024-07-24,"muscidae",0
"HLI","1","reference",2024-07-24,"asilidae",0
"HLI","1","reference",2024-07-24,"stratiomyidae",0
"HLI","1","reference",2024-07-24,"polleniidae",0
"HLI","1","reference",2024-07-24,"acalyptrate",0
"HLI","2","reference",2024-07-24,"apidae",0
"HLI","2","reference",2024-07-24,"bombus",0
"HLI","2","reference",2024-07-24,"cantharidae",0
"HLI","2","reference",2024-07-24,"carabidae",0
"HLI","2","reference",2024-07-24,"cecidomyiidae",0
"HLI","2","reference",2024-07-24,"coccinellidae",0
"HLI","2","reference",2024-07-24,"curculionidae",0
"HLI","2","reference",2024-07-24,"dasypoda",0
"HLI","2","reference",2024-07-24,"elateridae",0
"HLI","2","reference",2024-07-24,"mordellidae",0
"HLI","2","reference",2024-07-24,"proctotrupidae",0
"HLI","2","reference",2024-07-24,"staphylinidae",0
"HLI","2","reference",2024-07-24,"tenthredinidae",0
"HLI","2","reference",2024-07-24,"colletidae",0
"HLI","2","reference",2024-07-24,"tachinidae",0
"HLI","2","reference",2024-07-24,"calliphoridae",0
"HLI","2","reference",2024-07-24,"sarcophagidae",0
"HLI","2","reference",2024-07-24,"sepsidae",0
"HLI","2","reference",2024-07-24,"empididae",0
"HLI","2","reference",2024-07-24,"ephydridae",0
"HLI","2","reference",2024-07-24,"muscidae",0
"HLI","2","reference",2024-07-24,"asilidae",0
"HLI","2","reference",2024-07-24,"stratiomyidae",0
"HLI","2","reference",2024-07-24,"polleniidae",0
"HLI","2","reference",2024-07-24,"acalyptrate",0
"HLI","3","reference",2024-07-24,"apidae",0
"HLI","3","reference",2024-07-24,"bombus",0
"HLI","3","reference",2024-07-24,"cantharidae",0
"HLI","3","reference",2024-07-24,"carabidae",0
"HLI","3","reference",2024-07-24,"cecidomyiidae",0
"HLI","3","reference",2024-07-24,"coccinellidae",0
"HLI","3","reference",2024-07-24,"curculionidae",0
"HLI","3","reference",2024-07-24,"dasypoda",0
"HLI","3","reference",2024-07-24,"elateridae",1
"HLI","3","reference",2024-07-24,"mordellidae",0
"HLI","3","reference",2024-07-24,"proctotrupidae",0
"HLI","3","reference",2024-07-24,"staphylinidae",0
"HLI","3","reference",2024-07-24,"tenthredinidae",0
"HLI","3","reference",2024-07-24,"colletidae",0
"HLI","3","reference",2024-07-24,"tachinidae",0
"HLI","3","reference",2024-07-24,"calliphoridae",0
"HLI","3","reference",2024-07-24,"sarcophagidae",0
"HLI","3","reference",2024-07-24,"sepsidae",0
"HLI","3","reference",2024-07-24,"empididae",0
"HLI","3","reference",2024-07-24,"ephydridae",0
"HLI","3","reference",2024-07-24,"muscidae",0
"HLI","3","reference",2024-07-24,"asilidae",0
"HLI","3","reference",2024-07-24,"stratiomyidae",0
"HLI","3","reference",2024-07-24,"polleniidae",0
"HLI","3","reference",2024-07-24,"acalyptrate",0
"HLI","4","reference",2024-07-24,"apidae",0
"HLI","4","reference",2024-07-24,"bombus",0
"HLI","4","reference",2024-07-24,"cantharidae",0
"HLI","4","reference",2024-07-24,"carabidae",0
"HLI","4","reference",2024-07-24,"cecidomyiidae",0
"HLI","4","reference",2024-07-24,"coccinellidae",0
"HLI","4","reference",2024-07-24,"curculionidae",0
"HLI","4","reference",2024-07-24,"dasypoda",0
"HLI","4","reference",2024-07-24,"elateridae",0
"HLI","4","reference",2024-07-24,"mordellidae",0
"HLI","4","reference",2024-07-24,"proctotrupidae",0
"HLI","4","reference",2024-07-24,"staphylinidae",0
"HLI","4","reference",2024-07-24,"tenthredinidae",0
"HLI","4","reference",2024-07-24,"colletidae",0
"HLI","4","reference",2024-07-24,"tachinidae",0
"HLI","4","reference",2024-07-24,"calliphoridae",0
"HLI","4","reference",2024-07-24,"sarcophagidae",0
"HLI","4","reference",2024-07-24,"sepsidae",0
"HLI","4","reference",2024-07-24,"empididae",0
"HLI","4","reference",2024-07-24,"ephydridae",0
"HLI","4","reference",2024-07-24,"muscidae",0
"HLI","4","reference",2024-07-24,"asilidae",0
"HLI","4","reference",2024-07-24,"stratiomyidae",0
"HLI","4","reference",2024-07-24,"polleniidae",0
"HLI","4","reference",2024-07-24,"acalyptrate",0
"HLI","5","reference",2024-07-24,"apidae",0
"HLI","5","reference",2024-07-24,"bombus",0
"HLI","5","reference",2024-07-24,"cantharidae",0
"HLI","5","reference",2024-07-24,"carabidae",0
"HLI","5","reference",2024-07-24,"cecidomyiidae",0
"HLI","5","reference",2024-07-24,"coccinellidae",0
"HLI","5","reference",2024-07-24,"curculionidae",0
"HLI","5","reference",2024-07-24,"dasypoda",0
"HLI","5","reference",2024-07-24,"elateridae",0
"HLI","5","reference",2024-07-24,"mordellidae",0
"HLI","5","reference",2024-07-24,"proctotrupidae",0
"HLI","5","reference",2024-07-24,"staphylinidae",0
"HLI","5","reference",2024-07-24,"tenthredinidae",0
"HLI","5","reference",2024-07-24,"colletidae",0
"HLI","5","reference",2024-07-24,"tachinidae",0
"HLI","5","reference",2024-07-24,"calliphoridae",0
"HLI","5","reference",2024-07-24,"sarcophagidae",0
"HLI","5","reference",2024-07-24,"sepsidae",0
"HLI","5","reference",2024-07-24,"empididae",0
"HLI","5","reference",2024-07-24,"ephydridae",0
"HLI","5","reference",2024-07-24,"muscidae",0
"HLI","5","reference",2024-07-24,"asilidae",0
"HLI","5","reference",2024-07-24,"stratiomyidae",0
"HLI","5","reference",2024-07-24,"polleniidae",0
"HLI","5","reference",2024-07-24,"acalyptrate",0
"JEP","1","reference",2024-07-18,"apidae",0
"JEP","1","reference",2024-07-18,"bombus",0
"JEP","1","reference",2024-07-18,"cantharidae",0
"JEP","1","reference",2024-07-18,"carabidae",0
"JEP","1","reference",2024-07-18,"cecidomyiidae",0
"JEP","1","reference",2024-07-18,"coccinellidae",2
"JEP","1","reference",2024-07-18,"curculionidae",0
"JEP","1","reference",2024-07-18,"dasypoda",0
"JEP","1","reference",2024-07-18,"elateridae",0
"JEP","1","reference",2024-07-18,"mordellidae",0
"JEP","1","reference",2024-07-18,"proctotrupidae",0
"JEP","1","reference",2024-07-18,"staphylinidae",0
"JEP","1","reference",2024-07-18,"tenthredinidae",0
"JEP","1","reference",2024-07-18,"colletidae",0
"JEP","1","reference",2024-07-18,"tachinidae",0
"JEP","1","reference",2024-07-18,"calliphoridae",0
"JEP","1","reference",2024-07-18,"sarcophagidae",0
"JEP","1","reference",2024-07-18,"sepsidae",0
"JEP","1","reference",2024-07-18,"empididae",0
"JEP","1","reference",2024-07-18,"ephydridae",0
"JEP","1","reference",2024-07-18,"muscidae",0
"JEP","1","reference",2024-07-18,"asilidae",0
"JEP","1","reference",2024-07-18,"stratiomyidae",0
"JEP","1","reference",2024-07-18,"polleniidae",0
"JEP","1","reference",2024-07-18,"acalyptrate",0
"JEP","2","reference",2024-07-18,"apidae",0
"JEP","2","reference",2024-07-18,"bombus",0
"JEP","2","reference",2024-07-18,"cantharidae",0
"JEP","2","reference",2024-07-18,"carabidae",0
"JEP","2","reference",2024-07-18,"cecidomyiidae",1
"JEP","2","reference",2024-07-18,"coccinellidae",1
"JEP","2","reference",2024-07-18,"curculionidae",0
"JEP","2","reference",2024-07-18,"dasypoda",0
"JEP","2","reference",2024-07-18,"elateridae",0
"JEP","2","reference",2024-07-18,"mordellidae",1
"JEP","2","reference",2024-07-18,"proctotrupidae",0
"JEP","2","reference",2024-07-18,"staphylinidae",0
"JEP","2","reference",2024-07-18,"tenthredinidae",0
"JEP","2","reference",2024-07-18,"colletidae",0
"JEP","2","reference",2024-07-18,"tachinidae",0
"JEP","2","reference",2024-07-18,"calliphoridae",0
"JEP","2","reference",2024-07-18,"sarcophagidae",0
"JEP","2","reference",2024-07-18,"sepsidae",0
"JEP","2","reference",2024-07-18,"empididae",0
"JEP","2","reference",2024-07-18,"ephydridae",0
"JEP","2","reference",2024-07-18,"muscidae",0
"JEP","2","reference",2024-07-18,"asilidae",0
"JEP","2","reference",2024-07-18,"stratiomyidae",0
"JEP","2","reference",2024-07-18,"polleniidae",0
"JEP","2","reference",2024-07-18,"acalyptrate",0
"JEP","3","reference",2024-07-18,"apidae",0
"JEP","3","reference",2024-07-18,"bombus",0
"JEP","3","reference",2024-07-18,"cantharidae",2
"JEP","3","reference",2024-07-18,"carabidae",0
"JEP","3","reference",2024-07-18,"cecidomyiidae",0
"JEP","3","reference",2024-07-18,"coccinellidae",0
"JEP","3","reference",2024-07-18,"curculionidae",0
"JEP","3","reference",2024-07-18,"dasypoda",0
"JEP","3","reference",2024-07-18,"elateridae",0
"JEP","3","reference",2024-07-18,"mordellidae",3
"JEP","3","reference",2024-07-18,"proctotrupidae",0
"JEP","3","reference",2024-07-18,"staphylinidae",0
"JEP","3","reference",2024-07-18,"tenthredinidae",0
"JEP","3","reference",2024-07-18,"colletidae",0
"JEP","3","reference",2024-07-18,"tachinidae",1
"JEP","3","reference",2024-07-18,"calliphoridae",0
"JEP","3","reference",2024-07-18,"sarcophagidae",0
"JEP","3","reference",2024-07-18,"sepsidae",0
"JEP","3","reference",2024-07-18,"empididae",0
"JEP","3","reference",2024-07-18,"ephydridae",0
"JEP","3","reference",2024-07-18,"muscidae",0
"JEP","3","reference",2024-07-18,"asilidae",0
"JEP","3","reference",2024-07-18,"stratiomyidae",0
"JEP","3","reference",2024-07-18,"polleniidae",0
"JEP","3","reference",2024-07-18,"acalyptrate",0
"JEP","4","reference",2024-07-18,"apidae",1
"JEP","4","reference",2024-07-18,"bombus",0
"JEP","4","reference",2024-07-18,"cantharidae",1
"JEP","4","reference",2024-07-18,"carabidae",0
"JEP","4","reference",2024-07-18,"cecidomyiidae",0
"JEP","4","reference",2024-07-18,"coccinellidae",0
"JEP","4","reference",2024-07-18,"curculionidae",0
"JEP","4","reference",2024-07-18,"dasypoda",0
"JEP","4","reference",2024-07-18,"elateridae",0
"JEP","4","reference",2024-07-18,"mordellidae",2
"JEP","4","reference",2024-07-18,"proctotrupidae",0
"JEP","4","reference",2024-07-18,"staphylinidae",0
"JEP","4","reference",2024-07-18,"tenthredinidae",0
"JEP","4","reference",2024-07-18,"colletidae",0
"JEP","4","reference",2024-07-18,"tachinidae",0
"JEP","4","reference",2024-07-18,"calliphoridae",0
"JEP","4","reference",2024-07-18,"sarcophagidae",0
"JEP","4","reference",2024-07-18,"sepsidae",0
"JEP","4","reference",2024-07-18,"empididae",0
"JEP","4","reference",2024-07-18,"ephydridae",0
"JEP","4","reference",2024-07-18,"muscidae",0
"JEP","4","reference",2024-07-18,"asilidae",0
"JEP","4","reference",2024-07-18,"stratiomyidae",0
"JEP","4","reference",2024-07-18,"polleniidae",0
"JEP","4","reference",2024-07-18,"acalyptrate",0
"JEP","5","reference",2024-07-18,"apidae",0
"JEP","5","reference",2024-07-18,"bombus",1
"JEP","5","reference",2024-07-18,"cantharidae",0
"JEP","5","reference",2024-07-18,"carabidae",0
"JEP","5","reference",2024-07-18,"cecidomyiidae",0
"JEP","5","reference",2024-07-18,"coccinellidae",0
"JEP","5","reference",2024-07-18,"curculionidae",0
"JEP","5","reference",2024-07-18,"dasypoda",0
"JEP","5","reference",2024-07-18,"elateridae",0
"JEP","5","reference",2024-07-18,"mordellidae",0
"JEP","5","reference",2024-07-18,"proctotrupidae",0
"JEP","5","reference",2024-07-18,"staphylinidae",0
"JEP","5","reference",2024-07-18,"tenthredinidae",0
"JEP","5","reference",2024-07-18,"colletidae",0
"JEP","5","reference",2024-07-18,"tachinidae",0
"JEP","5","reference",2024-07-18,"calliphoridae",0
"JEP","5","reference",2024-07-18,"sarcophagidae",0
"JEP","5","reference",2024-07-18,"sepsidae",0
"JEP","5","reference",2024-07-18,"empididae",0
"JEP","5","reference",2024-07-18,"ephydridae",0
"JEP","5","reference",2024-07-18,"muscidae",0
"JEP","5","reference",2024-07-18,"asilidae",0
"JEP","5","reference",2024-07-18,"stratiomyidae",0
"JEP","5","reference",2024-07-18,"polleniidae",0
"JEP","5","reference",2024-07-18,"acalyptrate",0
"KOT","1","young_restored",2024-07-20,"apidae",0
"KOT","1","young_restored",2024-07-20,"bombus",0
"KOT","1","young_restored",2024-07-20,"cantharidae",0
"KOT","1","young_restored",2024-07-20,"carabidae",0
"KOT","1","young_restored",2024-07-20,"cecidomyiidae",0
"KOT","1","young_restored",2024-07-20,"coccinellidae",0
"KOT","1","young_restored",2024-07-20,"curculionidae",0
"KOT","1","young_restored",2024-07-20,"dasypoda",0
"KOT","1","young_restored",2024-07-20,"elateridae",0
"KOT","1","young_restored",2024-07-20,"mordellidae",0
"KOT","1","young_restored",2024-07-20,"proctotrupidae",0
"KOT","1","young_restored",2024-07-20,"staphylinidae",0
"KOT","1","young_restored",2024-07-20,"tenthredinidae",0
"KOT","1","young_restored",2024-07-20,"colletidae",0
"KOT","1","young_restored",2024-07-20,"tachinidae",0
"KOT","1","young_restored",2024-07-20,"calliphoridae",0
"KOT","1","young_restored",2024-07-20,"sarcophagidae",0
"KOT","1","young_restored",2024-07-20,"sepsidae",0
"KOT","1","young_restored",2024-07-20,"empididae",0
"KOT","1","young_restored",2024-07-20,"ephydridae",0
"KOT","1","young_restored",2024-07-20,"muscidae",0
"KOT","1","young_restored",2024-07-20,"asilidae",0
"KOT","1","young_restored",2024-07-20,"stratiomyidae",0
"KOT","1","young_restored",2024-07-20,"polleniidae",0
"KOT","1","young_restored",2024-07-20,"acalyptrate",0
"KOT","2","young_restored",2024-07-20,"apidae",0
