"date","site","transect","site_type","plant_species","total_interaction","order","family","genus","lowest_taxa"
2024-07-20,"KOT","T4","young_restored","Pastinaca sativa",1,"Diptera","Calliphoridae",NA,"Calliphoridae"
2024-07-20,"KOT","T4","young_restored","Pastinaca sativa",1,"Diptera","Tachinidae",NA,"Tachinidae"
2024-07-20,"KOT","T4","young_restored","Pastinaca sativa",1,"Diptera","Calliphoridae",NA,"Calliphoridae"
2024-07-20,"KOT","T4","young_restored","Pastinaca sativa",1,"Diptera","Calliphoridae",NA,"Calliphoridae"
2024-07-20,"KOT","T4","young_restored","Pastinaca sativa",1,"Diptera","Polleniidae",NA,"Polleniidae"
2024-07-29,"WUP","T4","reference","Pastinaca sativa",1,"Diptera","Syrphidae",NA,"Syrphidae"
2024-07-29,"WUP","T3","reference","Pastinaca sativa",1,"Diptera","Syrphidae",NA,"Syrphidae"
2024-07-20,"KOT","T4","young_restored","Pastinaca sativa",1,"Diptera","Calliphoridae","Lucilia","Calliphoridae_Lucilia"
2024-07-20,"KOT","T4","young_restored","Pastinaca sativa",1,"Diptera","Calliphoridae","Lucilia","Calliphoridae_Lucilia"
2024-07-20,"KOT","T4","young_restored","Pastinaca sativa",1,"Diptera","Calliphoridae","Lucilia","Calliphoridae_Lucilia"
2024-07-20,"KOT","T4","young_restored","Pastinaca sativa",1,"Diptera","Calliphoridae","Lucilia","Calliphoridae_Lucilia"
2024-07-20,"KOT","T4","young_restored","Pastinaca sativa",1,"Diptera","Calliphoridae","Lucilia","Calliphoridae_Lucilia"
2024-07-20,"KOT","T4","young_restored","Pastinaca sativa",1,"Diptera","Calliphoridae","Lucilia","Calliphoridae_Lucilia"
2024-07-20,"KOT","T4","young_restored","Pastinaca sativa",1,"Diptera","Calliphoridae","Lucilia","Calliphoridae_Lucilia"
2024-07-20,"KOT","T4","young_restored","Pastinaca sativa",1,"Diptera","Calliphoridae","Lucilia","Calliphoridae_Lucilia"
2024-07-20,"KOT","T4","young_restored","Pastinaca sativa",1,"Diptera","Calliphoridae","Lucilia","Calliphoridae_Lucilia"
2024-07-20,"KOT","T2","young_restored","Pastinaca sativa",1,"Diptera","Tachinidae",NA,"Tachinidae"
2024-07-29,"WUP","T1","reference","Pastinaca sativa",1,"Diptera","Stratiomyidae",NA,"Stratiomyidae"
2024-07-29,"WUP","T1","reference","Pastinaca sativa",1,"Diptera","Stratiomyidae",NA,"Stratiomyidae"
2024-07-29,"WUP","T1","reference","Pastinaca sativa",1,"Diptera","Stratiomyidae",NA,"Stratiomyidae"
2024-07-29,"WUP","T1","reference","Pastinaca sativa",1,"Diptera","Stratiomyidae",NA,"Stratiomyidae"
2024-07-11,"WED","T3","young_restored","Daucus carota",1,"Diptera","Polleniidae",NA,"Polleniidae"
2024-07-29,"WUP","T4","reference","Pastinaca sativa",1,"Diptera","Syrphidae",NA,"Syrphidae"
2024-07-29,"WUP","T4","reference","Pastinaca sativa",1,"Diptera","Stratiomyidae",NA,"Stratiomyidae"
2024-07-20,"KOT","T2","young_restored","Pastinaca sativa",1,"Diptera","Polleniidae",NA,"Polleniidae"
2024-07-20,"KOT","T2","young_restored","Pastinaca sativa",1,"Diptera","Tachinidae",NA,"Tachinidae"
2024-07-20,"KOT","T2","young_restored","Pastinaca sativa",1,"Diptera","Tachinidae",NA,"Tachinidae"
2024-07-20,"KOT","T2","young_restored","Crepis biennis",1,"Diptera","Tachinidae",NA,"Tachinidae"
2024-07-20,"KOT","T3","young_restored","Pastinaca sativa",1,"Diptera","Fanniidae",NA,"Fanniidae"
2024-07-20,"KOT","T5","young_restored","Pastinaca sativa",1,"Hymenoptera","Vespidae",NA,"Vespidae"
2024-07-24,"HLI","T2","reference","Daucus carota",1,"Diptera","Syrphidae","Platycheirus","Syrphidae_Platycheirus"
2024-07-29,"WUP","T3","reference","Pentanema britannica",1,"Diptera","Syrphidae","Heliophilus","Syrphidae_Heliophilus"
2024-07-29,"WUP","T1","reference","Pastinaca sativa",21,"Diptera","Polleniidae",NA,"Polleniidae"
2024-07-24,"HLI","T3","reference","Galium album",1,"Lepidoptera","Lycaenidae","Lysandra","Lycaenidae_Lysandra_coridon"
2024-07-29,"WUP","T4","reference","Pastinaca sativa",1,"Hymenoptera","Tenthredinidae",NA,"Tenthredinidae"
2024-07-30,"WDG","T2","young_restored","Daucus carota",1,"Coleoptera","Coccinellidae",NA,"Coccinellidae"
2024-07-29,"WUP","T3","reference","Pastinaca sativa",1,"Hymenoptera","Tenthredinidae",NA,"Tenthredinidae"
2024-07-29,"WUP","T4","reference","Daucus carota",1,"Hymenoptera","Tenthredinidae",NA,"Tenthredinidae"
2024-07-29,"WUP","T4","reference","Pastinaca sativa",3,"Hymenoptera","Tenthredinidae",NA,"Tenthredinidae"
2024-07-14,"STP","T2","reference","Galium boreale",1,"Diptera","Syrphidae",NA,"Syrphidae"
2024-07-14,"STP","T2","reference","Crepis capillaris",1,"Diptera","Syrphidae",NA,"Syrphidae"
2024-07-11,"WED","T1","young_restored","Daucus carota",1,"Diptera","Syrphidae",NA,"Syrphidae"
2024-07-11,"WED","T1","young_restored","Pastinaca sativa",1,"Diptera","Syrphidae",NA,"Syrphidae"
2024-07-18,"JEP","T1","reference","Galium boreale",1,"Diptera","Syrphidae",NA,"Syrphidae"
2024-07-24,"HLI","T3","reference","Daucus carota",1,"Diptera","Syrphidae",NA,"Syrphidae"
2024-07-24,"HLI","T1","reference","Daucus carota",1,"Diptera","Syrphidae",NA,"Syrphidae"
2024-07-24,"HLI","T1","reference","Daucus carota",1,"Diptera","Syrphidae",NA,"Syrphidae"
2024-07-24,"HLI","T1","reference","Daucus carota",1,"Diptera","Syrphidae",NA,"Syrphidae"
2024-07-24,"HLI","T1","reference","Daucus carota",1,"Diptera","Syrphidae",NA,"Syrphidae"
2024-07-24,"HLI","T5","reference","Galium album",1,"Diptera","Syrphidae",NA,"Syrphidae"
2024-07-20,"KOT","T3","young_restored","Pastinaca sativa",1,"Diptera","Syrphidae",NA,"Syrphidae"
2024-07-29,"WUP","T4","reference","Pastinaca sativa",1,"Diptera","Syrphidae",NA,"Syrphidae"
2024-07-11,"WED","T1","young_restored","Pastinaca sativa",1,"Diptera","Syrphidae",NA,"Syrphidae"
2024-07-21,"DES","T5","reference","Daucus carota",1,"Lepidoptera","Nymphalidae","Maniola","Nymphalidae_Maniola_jurtina"
2024-07-14,"STP","T5","reference","Myosotis aquatica",1,"Diptera","Syrphidae","Eupeodes","Syrphidae_Eupeodes"
2024-07-18,"JEP","T1","reference","Ranunculus tuberosus",1,"Diptera","Syrphidae","Syrphus","Syrphidae_Syrphus"
2024-07-29,"WUP","T3","reference","Pastinaca sativa",1,"Hymenoptera","Tenthredinidae",NA,"Tenthredinidae"
2024-07-14,"STP","T1","reference","Daucus carota",1,"Diptera","Tabanidae",NA,"Tabanidae"
2024-07-24,"HLI","T3","reference","Crepis biennis",1,"Diptera","Syrphidae","Platycheirus","Syrphidae_Platycheirus"
2024-07-14,"STP","T5","reference","Scorzoneroides autumnalis",2,"Lepidoptera","Nymphalidae","Aglais","Nymphalidae_Aglais_io"
2024-07-30,"WDG","T5","young_restored","Daucus carota",1,"Hymenoptera","Formicidae","Formica","Formicidae_Formica"
2024-07-30,"WDG","T5","young_restored","Daucus carota",1,"Hymenoptera","Formicidae","Formica","Formicidae_Formica"
2024-07-30,"WDG","T5","young_restored","Daucus carota",1,"Hymenoptera","Formicidae","Formica","Formicidae_Formica"
2024-07-30,"WDG","T5","young_restored","Daucus carota",1,"Hymenoptera","Formicidae","Formica","Formicidae_Formica"
2024-07-30,"WDG","T5","young_restored","Daucus carota",1,"Hymenoptera","Formicidae","Formica","Formicidae_Formica"
2024-07-30,"WDG","T5","young_restored","Daucus carota",1,"Hymenoptera","Formicidae","Formica","Formicidae_Formica"
2024-07-30,"WDG","T5","young_restored","Daucus carota",1,"Hymenoptera","Formicidae","Formica","Formicidae_Formica"
2024-07-24,"HLI","T2","reference","Daucus carota",1,"Hymenoptera","Formicidae","Formica","Formicidae_Formica"
2024-08-13,"BUH","T1","young_restored","Lotus corniculatus",1,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-08-13,"BUH","T1","young_restored","Trifolium pratense",8,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-08-13,"BUH","T2","young_restored","Lotus corniculatus",1,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-08-13,"BUH","T3","young_restored","Lotus corniculatus",31,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-08-13,"BUH","T4","young_restored","Geranium pratense",4,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-08-13,"BUH","T4","young_restored","Lotus corniculatus",17,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-08-13,"BUH","T4","young_restored","Malva moschata",1,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-08-13,"BUH","T4","young_restored","Trifolium pratense",3,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-08-13,"BUH","T5","young_restored","Lotus corniculatus",38,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-08-13,"BUH","T5","young_restored","Malva moschata",1,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-07-21,"DES","T1","reference","Lotus corniculatus",1,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-07-21,"DES","T2","reference","Crepis capillaris",1,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-07-21,"DES","T2","reference","Lotus corniculatus",4,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-07-21,"DES","T2","reference","Trifolium repens",3,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-07-21,"DES","T3","reference","Centaurea jacea",1,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-07-21,"DES","T3","reference","Lotus corniculatus",4,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-07-21,"DES","T3","reference","Trifolium repens",1,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-07-21,"DES","T3","reference","Trifolium repens",1,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-07-21,"DES","T4","reference","Lotus corniculatus",5,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-07-21,"DES","T4","reference","Prunella vulgaris",1,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-07-21,"DES","T5","reference","Daucus carota",2,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-07-21,"DES","T5","reference","Lotus corniculatus",1,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-07-18,"JEP","T2","reference","Peucedanum officinale",2,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-07-18,"JEP","T3","reference","Peucedanum officinale",4,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-07-18,"JEP","T4","reference","Peucedanum officinale",2,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-07-30,"WDG","T1","young_restored","Scabiosa ochroleuca",1,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-07-30,"WDG","T4","young_restored","Scabiosa ochroleuca",1,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-07-30,"WDG","T4","young_restored","Trifolium pratense",3,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-07-11,"WED","T1","young_restored","Lathyrus pratensis",1,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-07-11,"WED","T4","young_restored","Lathyrus pratensis",1,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-07-11,"WED","T5","young_restored","Lathyrus pratensis",1,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-07-29,"WUP","T1","reference","Pastinaca sativa",2,"Hymenoptera","Apidae","Apis","Apidae_Apis_mellifera"
2024-07-29,"WUP","T4","reference","Daucus carota",1,"Hymenoptera","Tenthredinidae",NA,"Tenthredinidae"
2024-07-29,"WUP","T4","reference","Daucus carota",1,"Hymenoptera","Tenthredinidae",NA,"Tenthredinidae"
2024-07-29,"WUP","T4","reference","Daucus carota",1,"Hymenoptera","Tenthredinidae",NA,"Tenthredinidae"
2024-07-29,"WUP","T4","reference","Pastinaca sativa",1,"Hymenoptera","Tenthredinidae",NA,"Tenthredinidae"
2024-07-29,"WUP","T4","reference","Pastinaca sativa",1,"Hymenoptera","Tenthredinidae",NA,"Tenthredinidae"
2024-07-29,"WUP","T4","reference","Pastinaca sativa",1,"Hymenoptera","Tenthredinidae",NA,"Tenthredinidae"
2024-07-29,"WUP","T4","reference","Pastinaca sativa",1,"Hymenoptera","Tenthredinidae",NA,"Tenthredinidae"
2024-07-29,"WUP","T4","reference","Pastinaca sativa",1,"Hymenoptera","Tenthredinidae",NA,"Tenthredinidae"
2024-07-29,"WUP","T4","reference","Pastinaca sativa",1,"Hymenoptera","Tenthredinidae",NA,"Tenthredinidae"
2024-07-21,"DES","T2","reference","Crepis biennis",10,"Lepidoptera","Nymphalidae","Argynnis","Nymphalidae_Argynnis_paphia_f._valesina"
2024-07-21,"DES","T2","reference","Daucus carota",10,"Lepidoptera","Nymphalidae","Argynnis","Nymphalidae_Argynnis_paphia_f._valesina"
2024-07-21,"DES","T3","reference","Trifolium pratense",1,"Lepidoptera","Nymphalidae","Argynnis","Nymphalidae_Argynnis_paphia_f._valesina"
2024-07-21,"DES","T4","reference","Trifolium pratense",1,"Lepidoptera","Nymphalidae","Argynnis","Nymphalidae_Argynnis_paphia_f._valesina"
2024-07-30,"WDG","T3","young_restored","Daucus carota",1,"Diptera","Syrphidae","Baccha","Syrphidae_Baccha_sp."
2024-07-18,"JEP","T3","reference","Peucedanum officinale",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-18,"JEP","T3","reference","Peucedanum officinale",1,"Diptera","Syrphidae","Sphaerophoria","Syrphidae_Sphaerophoria"
2024-07-30,"WDG","T4","young_restored","Centaurea jacea",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-30,"WDG","T4","young_restored","Lotus corniculatus",1,"Hymenoptera","Megachilidae","Megachile","Megachilidae_Megachile"
2024-07-30,"WDG","T4","young_restored","Daucus carota",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-30,"WDG","T5","young_restored","Lotus corniculatus",1,"Hymenoptera","Megachilidae","Megachile","Megachilidae_Megachile"
2024-07-30,"WDG","T5","young_restored","Lotus corniculatus",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-08-13,"BUH","T1","young_restored","Trifolium pratense",1,"Hymenoptera","Halictidae","Halictus","Halictidae_Halictus"
2024-08-13,"BUH","T4","young_restored","Lotus corniculatus",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-14,"STP","T2","reference","Ranunculus polyanthemos",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-14,"STP","T2","reference","Crepis capillaris",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-14,"STP","T4","reference","Daucus carota",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-14,"STP","T4","reference","Daucus carota",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-14,"STP","T4","reference","Daucus carota",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-14,"STP","T4","reference","Daucus carota",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-14,"STP","T4","reference","Daucus carota",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-14,"STP","T4","reference","Daucus carota",1,"Diptera","Tabanidae",NA,"Tabanidae"
2024-07-14,"STP","T4","reference","Daucus carota",1,"Diptera","Tabanidae",NA,"Tabanidae"
2024-07-14,"STP","T4","reference","Daucus carota",1,"Diptera","Syrphidae","Myathropa","Syrphidae_Myathropa_florea"
2024-07-14,"STP","T5","reference","Scorzoneroides autumnalis",1,"Hymenoptera","Apidae","Apis","Apidae_Apis"
2024-07-14,"STP","T5","reference","Scorzoneroides autumnalis",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-18,"JEP","T5","reference","Galium verum",1,"Hymenoptera","Halictidae","Halictus","Halictidae_Halictus"
2024-07-21,"DES","T4","reference","Trifolium pratense",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-21,"DES","T4","reference","Daucus carota",1,"Hymenoptera","Halictidae","Lasioglossum","Halictidae_Lasioglossum"
2024-07-21,"DES","T4","reference","Crepis biennis",1,"Hymenoptera","Melittidae","Dasypoda","Melittidae_Dasypoda"
2024-07-21,"DES","T4","reference","Lotus corniculatus",1,"Hymenoptera","Apidae","Apis","Apidae_Apis"
2024-07-21,"DES","T5","reference","Crepis capillaris",1,"Hymenoptera","Melittidae","Dasypoda","Melittidae_Dasypoda"
2024-07-21,"DES","T2","reference","Trifolium pratense",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-11,"WED","T1","young_restored","Daucus carota",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-11,"WED","T4","young_restored","Daucus carota",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-11,"WED","T4","young_restored","Daucus carota",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-11,"WED","T3","young_restored","Lathyrus pratensis",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus"
2024-07-30,"WDG","T1","young_restored","Centaurea jacea",1,"Hymenoptera","Halictidae","Halictus","Halictidae_Halictus"
2024-07-30,"WDG","T1","young_restored","Trifolium pratense",1,"Hymenoptera","Melittidae","Mellita","Melittidae_Mellita"
2024-07-30,"WDG","T1","young_restored","Trifolium pratense",1,"Hymenoptera","Melittidae","Mellita","Melittidae_Mellita"
2024-07-30,"WDG","T3","young_restored","Trifolium pratense",1,"Hymenoptera","Halictidae","Halictus","Halictidae_Halictus"
2024-07-30,"WDG","T3","young_restored","Trifolium pratense",1,"Hymenoptera","Melittidae","Mellita","Melittidae_Mellita"
2024-07-30,"WDG","T3","young_restored","Dianthus carthusianorum",1,"Hymenoptera","Halictidae","Lasioglossum","Halictidae_Lasioglossum"
2024-07-18,"JEP","T2","reference","Peucedanum officinale",1,"Hymenoptera","Apidae","Apis","Apidae_Apis"
2024-07-18,"JEP","T2","reference","Peucedanum officinale",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-21,"DES","T3","reference","Crepis biennis",1,"Hymenoptera","Melittidae","Dasypoda","Melittidae_Dasypoda"
2024-07-21,"DES","T3","reference","Trifolium pratense",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-21,"DES","T1","reference","Campanula rotundifolia",1,"Hymenoptera","Apidae","Apis","Apidae_Apis"
2024-07-21,"DES","T1","reference","Prunella vulgaris",1,"Hymenoptera","Apidae","Apis","Apidae_Apis"
2024-07-21,"DES","T3","reference","Trifolium repens",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-21,"DES","T3","reference","Trifolium repens",1,"Hymenoptera","Apidae","Apis","Apidae_Apis"
2024-07-30,"WDG","T1","young_restored","Trifolium pratense",1,"Hymenoptera","Melittidae","Mellita","Melittidae_Mellita"
2024-07-30,"WDG","T2","young_restored","Trifolium pratense",1,"Hymenoptera","Melittidae","Mellita","Melittidae_Mellita"
2024-07-20,"KOT","T1","young_restored","Trifolium pratense",1,"Hymenoptera","Halictidae","Halictus","Halictidae_Halictus"
2024-07-20,"KOT","T1","young_restored","Galium album",1,"Hymenoptera","Halictidae","Lasioglossum","Halictidae_Lasioglossum"
2024-07-20,"KOT","T1","young_restored","Trifolium pratense",1,"Hymenoptera","Halictidae","Halictus","Halictidae_Halictus"
2024-07-20,"KOT","T1","young_restored","Trifolium pratense",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-20,"KOT","T1","young_restored","Trifolium pratense",1,"Hymenoptera","Halictidae","Halictus","Halictidae_Halictus"
2024-07-20,"KOT","T1","young_restored","Trifolium pratense",1,"Hymenoptera","Halictidae","Halictus","Halictidae_Halictus"
2024-07-11,"WED","T2","young_restored","Lathyrus pratensis",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus"
2024-07-20,"KOT","T2","young_restored","Pastinaca sativa",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-20,"KOT","T2","young_restored","Trifolium pratense",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-20,"KOT","T2","young_restored","Trifolium pratense",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-20,"KOT","T2","young_restored","Trifolium pratense",1,"Hymenoptera","Halictidae","Halictus","Halictidae_Halictus"
2024-07-20,"KOT","T2","young_restored","Trifolium pratense",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-20,"KOT","T2","young_restored","Trifolium pratense",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
